,_country,dataorder,number_1,number_10,number_2,number_3,number_4,number_5,number_6,number_7,number_8,number_9,pairwise_1_10,pairwise_1_2,pairwise_1_3,pairwise_1_4,pairwise_1_5,pairwise_1_6,pairwise_1_7,pairwise_1_8,pairwise_1_9,pairwise_2_10,pairwise_2_3,pairwise_2_4,pairwise_2_5,pairwise_2_6,pairwise_2_7,pairwise_2_8,pairwise_2_9,pairwise_3_10,pairwise_3_4,pairwise_3_5,pairwise_3_6,pairwise_3_7,pairwise_3_8,pairwise_3_9,pairwise_4_10,pairwise_4_5,pairwise_4_6,pairwise_4_7,pairwise_4_8,pairwise_4_9,pairwise_5_10,pairwise_5_6,pairwise_5_7,pairwise_5_8,pairwise_5_9,pairwise_6_10,pairwise_6_7,pairwise_6_8,pairwise_6_9,pairwise_7_10,pairwise_7_8,pairwise_7_9,pairwise_8_10,pairwise_8_9,pairwise_9_10,rank_number,rank_pairwise,rank_stars,rating_1,rating_10,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,total_time_10_number,total_time_10_star,total_time_1_10_p,total_time_1_2_p,total_time_1_3_p,total_time_1_4_p,total_time_1_5_p,total_time_1_6_p,total_time_1_7_p,total_time_1_8_p,total_time_1_9_p,total_time_1_number,total_time_1_star,total_time_2_10_p,total_time_2_3_p,total_time_2_4_p,total_time_2_5_p,total_time_2_6_p,total_time_2_7_p,total_time_2_8_p,total_time_2_9_p,total_time_2_number,total_time_2_star,total_time_3_10_p,total_time_3_4_p,total_time_3_5_p,total_time_3_6_p,total_time_3_7_p,total_time_3_8_p,total_time_3_9_p,total_time_3_number,total_time_3_star,total_time_4_10_p,total_time_4_5_p,total_time_4_6_p,total_time_4_7_p,total_time_4_8_p,total_time_4_9_p,total_time_4_number,total_time_4_star,total_time_5_10_p,total_time_5_6_p,total_time_5_7_p,total_time_5_8_p,total_time_5_9_p,total_time_5_number,total_time_5_star,total_time_6_10_p,total_time_6_7_p,total_time_6_8_p,total_time_6_9_p,total_time_6_number,total_time_6_star,total_time_7_10_p,total_time_7_8_p,total_time_7_9_p,total_time_7_number,total_time_7_star,total_time_8_10_p,total_time_8_9_p,total_time_8_number,total_time_8_star,total_time_9_10_p,total_time_9_number,total_time_9_star,total_time_aggr,total_time_final,image_1,image_10,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,winner,time_number,time_pairwise,time_stars,time_diff
326,RUS,psm,11.0,11.0,34.0,26.0,40.0,68.0,64.0,78.0,34.0,76.0,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,2,1,5,4,4,1,1,2,2,3,4,4,5,3,5,4634,2246,2440,2554,5303,3280,2737,3528,3112,2848,4823,23273,4521,11584,3585,3407,7032,4776,2024,1800,2760,4503,2416,2895,3080,2638,5168,2904,5743,2466,4032,2280,3463,2409,4072,2767,1976,20009,4472,2183,2007,2745,2575,4080,4160,4272,2248,96041,2313,2847,4152,4071,2996,2638,2213,4807,5025,2195,2526,2335,9289,2656,2936,6805,2544,484471,98908,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,70376,265558,26285,0 days 00:08:05.000000000
327,FRA,psm,5.0,900.0,9.0,8.5,7.0,8.0,0.1,0.2,1.0,1000.0,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,5,3,4,1,5,4,4,2,3,1,1,1,5,8089,2444,1648,1609,4419,2660,2005,1983,5434,1855,3973,14533,14475,3312,1708,2451,2779,1565,1677,1590,1808,5071,10006,6259,4058,2147,1542,3749,3061,2014,9213,2485,2326,5650,1746,2007,2779,2215,6419,2670,2545,1824,2861,2506,1449,2837,3286,4748,4570,6126,2398,6279,2139,1915,3078,1547,4357,2690,1864,1647,4015,2409,3943,6262,2296,416578,111932,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,67075,125050,44900,0 days 00:06:59.000000000
328,PHL,psm,0.5,5.0,4.0,0.5,5.0,5.0,0.5,5.0,4.0,2.0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,4,1,5,1,5,3,2,5,5,2,5,4,2,3108,2423,2952,3368,8680,4722,3364,3607,2912,3023,12743,15209,13394,2663,4593,4791,12734,7494,3022,4910,4032,5894,4527,3184,2743,4046,4760,4760,8992,8856,7653,6638,3913,8224,3360,3295,3266,3735,3097,4767,3654,3231,10807,6104,2524,2944,2961,13438,3450,4184,6048,5867,4095,3415,4271,2592,2932,2568,3199,10283,4504,2503,6872,3605,2903,697974,239564,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,54813,236816,46779,0 days 00:11:44.000000000
329,DEU,psm,500.0,5000.0,5000.0,400.0,4000.0,5000.0,500.0,5000.0,4000.0,5000.0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,4,5,4,2,4,5,2,3,5,3,5,4,5,4626,2546,2128,2413,11781,3051,2369,6969,2370,2368,8433,17202,8535,2588,2707,3115,5843,2811,2685,2146,3358,6647,3584,6404,4907,3245,3274,4946,5552,3185,5616,3386,2227,2553,3560,2549,4810,2378,6982,2806,5761,2588,7304,2683,2605,4205,2800,11283,2893,3108,6630,12465,2764,5824,2561,2814,4438,2393,2632,2621,4115,2610,3086,3879,2421,466090,74401,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,70175,181118,33845,0 days 00:07:53.000000000
330,RUS,psm,1.0,1.0,4.0,4.0,6.0,7.0,3.0,10.0,8.0,8.0,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,4,5,4,1,1,2,2,3,3,2,5,4,4,3433,1471,3175,2013,2103,1879,1583,4483,1704,1512,1976,11726,3728,1999,3672,4105,2864,2801,1578,3624,2303,8235,3343,1647,2513,1664,5717,1801,2032,1848,2383,2063,1632,1729,1478,1880,1583,1960,1849,1816,1415,3444,1711,1679,4281,1480,2767,7735,1607,1559,1630,2968,2103,1639,1663,1496,2167,1552,1851,1345,2081,1712,1679,1966,1633,227231,33124,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,38288,105592,22188,0 days 00:03:50.000000000
331,MEX,psm,7.0,3.0,8.5,8.0,7.0,8.0,8.0,7.0,4.0,7.0,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,3,2,4,3,2,4,4,3,4,4,3,2,3,3970,3598,3932,2191,4568,3252,3473,2616,3360,2324,4527,15710,5792,2587,3013,2481,12992,5303,2956,2509,3161,7040,2636,4502,4586,2762,3107,3128,3008,3646,4386,2273,3984,3853,2894,4458,4932,3202,3814,2372,2904,4185,4409,2755,2610,4577,4036,8787,2923,4141,7368,4195,2796,5406,2565,2768,3627,2572,6252,3040,7465,2935,4200,4171,2425,452462,128609,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,58955,177620,31435,0 days 00:07:48.000000000
332,USA,psm,100.0,10000000.0,1500.0,50.0,1e+19,10.0,80.0,0.01,150.0,20.0,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,4,5,3,5,5,5,4,5,2,4,1,4,2,4418,2230,2426,2559,3739,2441,2028,3151,1816,2695,3917,17503,5905,4285,2467,3335,4746,2685,1933,2438,5589,4946,2218,2196,2217,2475,2969,4830,3765,3723,6129,3814,2713,2169,2097,2006,2051,2779,6477,2054,2293,1997,2794,2070,2850,5555,2764,13673,3215,3135,2554,8886,2427,2062,2263,3461,8190,2562,3053,2326,6544,2830,2208,3155,2482,557034,302637,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,71803,138194,29286,0 days 00:09:19.000000000
333,MEX,psm,87.0,54.0,70.0,90.0,60.0,100.0,20.0,65.0,60.0,37.0,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,3,5,2,4,3,3,4,2,5,1,3,3,2,15036,6545,1535,1825,1871,1833,3078,1623,1677,1564,2427,17749,7416,8186,1942,2619,3527,1605,10479,2139,4077,15254,3320,1677,2349,2060,1369,1745,2289,1904,5838,2986,7532,2630,1762,1589,8905,5759,19198,3728,2015,1409,1958,2003,1666,20023,2204,5390,2042,1891,1911,7205,1840,9562,2479,2135,7083,16208,3692,1747,13113,3160,2341,11273,1751,498623,177950,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,131772,135818,49158,0 days 00:08:31.000000000
334,GBR,psm,90.0,25.0,40.0,80.0,45.0,100.0,95.0,10.0,50.0,30.0,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,4,5,3,5,2,2,4,3,5,4,1,3,2,4855,3105,2575,2822,4562,3791,3108,6025,2903,3212,5981,11051,13478,5584,3177,6839,5547,4159,4554,2931,3432,6384,4121,2780,3424,3812,5822,5266,10443,2806,5674,3121,5862,2741,3049,3901,3266,4573,5040,3228,2512,2855,2451,2730,2526,5116,3954,10989,2652,3050,2753,5703,3709,3953,2942,4414,4414,2665,3754,2369,4121,3237,2779,4609,2872,443904,136904,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,56967,181676,43490,0 days 00:07:27.000000000
335,VEN,psm,1.0,0.5,1.0,0.5,1.0,5.0,100.0,1.0,5.0,5.0,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,5,4,1,1,1,1,1,3,5,2,4,4,6292,1975,2832,2670,5256,2942,1945,2111,2519,2281,4042,12630,4352,5407,3511,3268,7254,2223,1960,1820,2119,3023,2055,3671,3656,2416,1654,2536,2943,2255,4235,2816,3726,2109,1916,3008,2232,2264,3357,2248,1936,1801,3096,2432,1649,4258,3671,76814,3407,4167,2471,4005,2129,4919,3847,2312,3707,3998,2033,2093,3307,2663,2563,2609,2247,399652,95472,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,47423,204086,28154,0 days 00:06:43.000000000
336,IND,psm,4.0,1.0,5.0,3.0,3.0,7.0,6.0,4.0,7.0,5.0,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,5,2,1,3,1,2,4,4,3,4,3,9014,2980,2808,3356,10393,3202,2444,3049,4271,2596,10826,20940,123857,2455,2704,17937,29401,7777,2790,4239,4868,12772,9455,6879,5925,3165,3231,17083,7220,4365,7386,4476,2949,2252,2851,6856,2332,3350,5592,7481,2778,3902,2340,9158,2304,12507,13703,36201,7520,4546,19868,6482,4626,4600,2735,6076,6247,2822,2106,2237,6120,3006,3632,7003,4364,804973,137089,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,94063,293577,176770,0 days 00:13:32.000000000
337,IND,psm,123.0,123.0,2100.0,123.0,4.0,123.0,123.0,123.0,5.0,2100.0,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,4,4,5,4,4,4,3,3,5,3,4,3,4,2096,2120,1649,1783,2183,1272,2079,1520,1648,1538,3256,29688,2960,1999,2703,1735,4357,2479,1613,1391,1239,4720,1879,1503,2072,1888,1227,3056,2320,2392,2495,1367,1879,1360,1671,1559,1509,1503,6382,10512,1383,24575,1609,1248,1983,3152,1858,97503,1848,1616,1966,2778,1695,1399,1567,1311,2374,1715,1815,1239,2656,3762,2656,4182,76167,462282,16420,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,60523,202101,104035,0 days 00:07:59.000000000
338,GBR,psm,50.0,20.0,60.0,10.0,25.0,90.0,80.0,5.0,80.0,15.0,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,5,3,4,3,2,3,1,2,5,4,1,4,2,3562,2345,2737,3475,3037,4044,3812,5618,2714,6216,5143,10547,4421,2846,3284,7677,6231,4655,2561,3414,3501,12685,2329,3683,4256,4161,2782,10859,7684,5793,4040,2616,4313,2674,4365,4183,3296,3858,4393,2406,2920,3167,3408,3551,2383,4847,2261,20533,3102,4045,8371,4361,2187,4134,2785,2798,8686,1923,3161,2748,3996,2196,5297,3655,2357,419967,86689,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,60772,205275,25041,0 days 00:07:05.000000000
339,IND,psm,98.0,100.0,78.0,84.0,91.0,90.0,93.0,71.0,82.0,70.0,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,5,4,4,5,5,3,5,5,4,5,3,4,3,5377,2754,3673,5533,5313,3643,8119,10790,3147,2913,18475,36297,11404,2950,6525,7913,29767,4105,5855,8059,19289,5739,4037,3526,3769,10520,4166,11065,18364,20537,4135,5348,5507,5791,3480,3080,4400,3316,4773,3992,3183,6523,3509,3978,2829,3866,2704,21581,3216,3428,20587,8083,6758,3546,7277,4687,5839,3379,3315,2949,4857,3743,4578,5920,2295,774511,160362,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,84886,338776,46414,0 days 00:13:00.000000000
340,TUR,psm,2100.0,1500.0,1000.0,1100.0,2000.0,2100.0,2000.0,123.0,200.0,1500.0,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,4,5,4,3,3,3,4,5,4,1,2,4,3121,1671,1624,1993,1943,1166,1823,3886,1616,1255,1695,9057,4057,1361,2448,1583,1767,1558,2195,1610,1501,3008,2104,1314,1792,1327,4078,1384,3648,4639,7270,1896,1256,1831,1952,1360,1223,1368,3799,1808,1342,1504,1775,1183,1479,4133,1679,3358,1592,22215,3303,3524,3152,2191,1647,1469,2486,2007,2513,1861,3063,1585,2169,3328,4102,678725,488169,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,42789,107797,24061,0 days 00:11:21.000000000
341,BIH,psm,1.0,10.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,5,3,4,2,4,2,2,2,3,3,4,4,4,1609,1601,1959,29408,2959,1800,1800,2000,1704,1656,2303,3960,4079,2008,3704,2704,2727,2088,1440,29816,1624,1815,2682,2800,2198,2008,49128,2016,2864,1839,1912,2165,14958,1864,1551,2098,1904,17322,2072,1784,1936,2176,66280,3264,2144,1881,2016,17936,2120,37711,3256,1735,2192,2272,1936,12808,2410,1664,1536,1720,1902,10855,2201,1407,1344,641603,122475,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,20703,353546,30382,0 days 00:10:44.000000000
342,CZE,psm,60.0,5.0,10.0,5.0,80.0,100.0,50.0,30.0,100.0,30.0,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,5,4,4,3,1,2,1,4,5,2,2,5,2,3558,4558,1608,1950,2494,1921,1695,1470,2232,2127,7456,16175,10948,1799,2271,3414,5381,2527,1492,1631,1526,3705,5238,3343,2041,2254,1987,3575,3576,2335,5272,2676,2726,1671,1512,1662,1471,1911,6492,3089,1654,2103,1759,2704,1551,4313,2890,18296,2336,3335,4512,3769,2565,2863,1833,1491,3215,1809,1526,1375,3032,2662,6736,3984,2721,303223,43147,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,53515,127132,39156,0 days 00:05:08.000000000
